Tree Index,Found Correct,Top-1 Correct,Top-5 Correct,Top-10 Correct,Rank of Best Correct,Score of Best Correct,Score of Best Overall,Score Ratio,Num Correct Outputs,Total Outputs
42,True,True,True,True,1,0.5993766784667969,0.5993766784667969,1.0,75,76
43,True,False,False,False,47,0.4080810546875,0.57965087890625,0.7040117931978519,2,72
44,True,False,False,False,19,0.4500579833984375,0.7711334228515625,0.5836317945267824,15,79
45,True,True,True,True,1,0.636810302734375,0.636810302734375,1.0,55,66
46,True,True,True,True,1,0.7748565673828125,0.7748565673828125,1.0,71,78
47,True,True,True,True,1,0.662750244140625,0.662750244140625,1.0,61,74
48,True,True,True,True,1,0.5517349243164062,0.5517349243164062,1.0,52,77
49,True,True,True,True,1,0.52447509765625,0.52447509765625,1.0,52,89
50,True,True,True,True,1,0.5257110595703125,0.5257110595703125,1.0,34,57
51,True,False,True,True,2,0.5601806640625,0.5601806640625,1.0,61,81
52,True,False,False,False,33,0.477935791015625,0.67144775390625,0.7117989273702391,5,76
53,True,False,False,False,30,0.407318115234375,0.782073974609375,0.5208178873843993,21,94
54,False,False,False,False,,,0.5835723876953125,0.0,0,69
55,True,True,True,True,1,0.6133041381835938,0.6133041381835938,1.0,66,72
56,True,False,True,True,5,0.397674560546875,0.4570045471191406,0.8701763758232403,9,81
57,True,True,True,True,1,0.3756103515625,0.3756103515625,1.0,78,83
58,True,True,True,True,1,0.7532634735107422,0.7532634735107422,1.0,52,70
59,True,False,False,False,61,0.382537841796875,0.7790985107421875,0.4910006071407587,2,72
60,True,True,True,True,1,0.7583770751953125,0.7583770751953125,1.0,74,95
61,True,True,True,True,1,0.7458267211914062,0.7458267211914062,1.0,43,50
62,True,False,True,True,2,0.7153396606445312,0.773590087890625,0.9247011716438518,16,63
63,True,True,True,True,1,0.7779083251953125,0.7779083251953125,1.0,34,79
64,True,False,False,False,24,0.4163665771484375,0.7716827392578125,0.5395566804421331,13,76
65,True,False,False,False,44,0.42348480224609375,0.7801513671875,0.5428238929744954,4,61
66,True,False,True,True,2,0.483917236328125,0.749147891998291,0.64595688180783,31,56
67,False,False,False,False,,,0.74285888671875,0.0,0,66
68,True,True,True,True,1,0.7401123046875,0.7401123046875,1.0,61,71
69,True,False,False,False,47,0.4352264404296875,0.77081298828125,0.5646329875682952,9,84
70,True,False,False,False,48,0.38079833984375,0.6554107666015625,0.5810071473471004,2,93
71,True,False,False,False,31,0.4389190673828125,0.5597076416015625,0.7841934516507184,25,87
72,True,False,True,True,5,0.5621490478515625,0.575469970703125,0.976852097364374,26,82
73,True,True,True,True,1,0.7572479248046875,0.7572479248046875,1.0,80,89
74,True,True,True,True,1,0.6365966796875,0.6365966796875,1.0,52,72
75,True,False,False,True,7,0.794891357421875,0.794891357421875,1.0,31,71
76,True,False,False,False,22,0.7652206420898438,0.779632568359375,0.981514463537793,45,92
77,True,True,True,True,1,0.7337493896484375,0.7337493896484375,1.0,92,92
78,True,False,False,False,24,0.48264312744140625,0.6207790374755859,0.7774797444902248,26,66
79,True,True,True,True,1,0.740203857421875,0.740203857421875,1.0,61,65
80,True,True,True,True,1,0.7269630432128906,0.7269630432128906,1.0,54,66
81,True,False,False,False,40,0.2811737060546875,0.753509521484375,0.3731521607063302,19,74
82,True,False,False,False,15,0.49493408203125,0.7726287841796875,0.6405845758862447,28,76
83,True,False,True,True,2,0.7343597412109375,0.781341552734375,0.9398703276959731,28,57
84,True,False,False,False,37,0.391937255859375,0.757659912109375,0.5172997140210255,15,61
85,True,False,False,False,33,0.348663330078125,0.49365234375,0.7062932739861523,1,63
86,True,True,True,True,1,0.76763916015625,0.76763916015625,1.0,74,75
87,True,True,True,True,1,0.778900146484375,0.778900146484375,1.0,40,72
88,False,False,False,False,,,0.5627822875976562,0.0,0,83
89,True,True,True,True,1,0.7392807006835938,0.7392807006835938,1.0,39,69
90,True,False,False,False,38,0.38714599609375,0.7472877502441406,0.5180681684762911,3,66
91,True,False,True,True,3,0.40240478515625,0.7269134521484375,0.5535800499590672,61,79
92,True,True,True,True,1,0.3931121826171875,0.3931121826171875,1.0,54,86
93,True,False,False,False,16,0.4683380126953125,0.6630020141601562,0.7063900300341768,24,73
94,True,False,False,False,16,0.7259521484375,0.732940673828125,0.9904650872298788,31,67
95,True,False,False,False,54,-1,0.7546310424804688,-1.3251508932272447,4,70
96,True,True,True,True,1,0.490753173828125,0.490753173828125,1.0,50,66
97,True,True,True,True,1,0.48785400390625,0.48785400390625,1.0,34,77
98,True,True,True,True,1,0.490631103515625,0.490631103515625,1.0,71,73
99,True,True,True,True,1,0.551910400390625,0.551910400390625,1.0,11,50
