Tree Index,Found Correct,Top-1 Correct,Top-5 Correct,Top-10 Correct,Rank of Best Correct,Score of Best Correct,Score of Best Overall,Score Ratio,Num Correct Outputs,Total Outputs
46,True,False,False,False,81,0.3466033935546875,0.7116775512695312,0.4870230807988765,30,143
47,True,True,True,True,1,0.5129623413085938,0.5129623413085938,1.0,154,161
48,True,False,False,False,12,0.5373001098632812,0.776092529296875,0.6923144980535567,40,145
49,True,True,True,True,1,0.5680999755859375,0.5680999755859375,1.0,142,159
50,True,True,True,True,1,0.796539306640625,0.796539306640625,1.0,55,146
51,True,False,False,False,116,-1,0.369720458984375,-2.7047461824184893,15,156
52,True,True,True,True,1,0.782196044921875,0.782196044921875,1.0,152,155
53,True,True,True,True,1,0.779022216796875,0.779022216796875,1.0,121,149
54,True,False,False,True,6,0.5574951171875,0.5647125244140625,0.987219325029047,67,146
55,True,True,True,True,1,0.5643310546875,0.5643310546875,1.0,133,149
56,True,True,True,True,1,0.4590606689453125,0.4590606689453125,1.0,128,151
57,True,True,True,True,1,0.4820261001586914,0.4820261001586914,1.0,97,160
58,True,True,True,True,1,0.5124053955078125,0.5124053955078125,1.0,123,161
59,True,False,False,False,132,0.3963623046875,0.790496826171875,0.5014091031926804,2,148
60,True,False,False,True,7,0.580535888671875,0.5955810546875,0.9747386759581882,64,157
61,True,True,True,True,1,0.6165924072265625,0.6165924072265625,1.0,153,155
62,True,True,True,True,1,0.5636749267578125,0.5636749267578125,1.0,114,161
63,True,False,False,False,117,0.463531494140625,0.652679443359375,0.7101977837003788,18,155
64,False,False,False,False,,,0.65557861328125,0.0,0,154
65,True,True,True,True,1,0.72705078125,0.72705078125,1.0,143,149
66,True,True,True,True,1,0.7102203369140625,0.7102203369140625,1.0,135,142
67,True,False,False,False,68,0.4254150390625,0.63818359375,0.6666029074215761,4,151
68,True,True,True,True,1,0.782745361328125,0.782745361328125,1.0,113,154
69,True,False,False,False,69,0.719268798828125,0.719268798828125,1.0,7,153
70,True,False,True,True,3,0.4189605712890625,0.424591064453125,0.9867390210594408,11,157
71,True,True,True,True,1,0.405792236328125,0.405792236328125,1.0,123,151
72,True,True,True,True,1,0.7600936889648438,0.7600936889648438,1.0,89,147
73,True,True,True,True,1,0.5220937728881836,0.5220937728881836,1.0,54,160
74,True,True,True,True,1,0.5161590576171875,0.5161590576171875,1.0,127,159
75,True,False,True,True,2,0.79766845703125,0.799713134765625,0.9974432360236596,111,153
76,True,False,False,False,32,0.38616943359375,0.46491241455078125,0.8306283538736728,25,152
77,True,False,False,False,19,0.40533447265625,0.6897125244140625,0.5876861131390898,10,159
78,True,False,False,False,102,0.371063232421875,0.628936767578125,0.589984958028046,12,148
79,True,False,True,True,2,0.8154296875,0.8154296875,1.0,55,152
80,True,True,True,True,1,0.4409027099609375,0.4409027099609375,1.0,6,162
81,True,False,True,True,4,0.5184422731399536,0.5211181640625,0.9948650975784727,49,162
82,True,True,True,True,1,0.514556884765625,0.514556884765625,1.0,96,160
83,True,True,True,True,1,0.5281600952148438,0.5281600952148438,1.0,83,150
84,True,True,True,True,1,0.7482509613037109,0.7482509613037109,1.0,152,154
85,True,False,False,False,103,0.4714508056640625,0.7692718505859375,0.6128533174650401,7,155
86,True,True,True,True,1,0.47113037109375,0.47113037109375,1.0,131,153
87,True,True,True,True,1,0.4923553466796875,0.4923553466796875,1.0,76,160
88,True,False,False,True,7,0.46624755859375,0.781768798828125,0.5964008275754382,35,141
89,True,False,False,False,132,-1,0.722564697265625,-1.3839591164421168,4,153
90,True,False,False,False,39,0.41283416748046875,0.7443580627441406,0.554617714435066,60,155
91,True,True,True,True,1,0.597900390625,0.597900390625,1.0,156,164
92,True,False,False,True,7,0.397857666015625,0.4472084045410156,0.8896471130142537,40,152
93,True,True,True,True,1,0.4381561279296875,0.4381561279296875,1.0,89,163
94,True,True,True,True,1,0.42089080810546875,0.42089080810546875,1.0,150,158
95,True,False,False,True,6,0.5094451904296875,0.5359382629394531,0.9505669321603212,27,160
96,True,False,False,False,48,0.422271728515625,0.5095062255859375,0.8287861998742176,5,159
97,True,False,False,False,62,0.481689453125,0.7067337036132812,0.6815713622575108,9,156
98,True,True,True,True,1,0.5127105712890625,0.5127105712890625,1.0,124,152
99,True,True,True,True,1,0.3714752197265625,0.3714752197265625,1.0,153,166
