Tree Index,Found Correct,Top-1 Correct,Top-5 Correct,Top-10 Correct,Rank of Best Correct,Score of Best Correct,Score of Best Overall,Score Ratio,Num Correct Outputs,Total Outputs
45,True,True,True,True,1,0.336181640625,0.336181640625,1.0,51,67
46,True,False,False,False,14,0.3387451171875,1.0,0.3387451171875,2,71
47,True,True,True,True,1,0.443206787109375,0.443206787109375,1.0,55,73
48,True,True,True,True,1,0.554351806640625,0.554351806640625,1.0,64,72
49,True,True,True,True,1,1.0,1.0,1.0,61,68
50,True,True,True,True,1,1.0,1.0,1.0,45,89
51,True,False,False,False,35,0.350341796875,1.0,0.350341796875,4,87
52,True,True,True,True,1,1.0,1.0,1.0,70,75
53,True,False,False,False,23,0.33203125,1.0,0.33203125,23,69
54,True,True,True,True,1,1.0,1.0,1.0,19,80
55,True,True,True,True,1,0.9365234375,0.9365234375,1.0,58,67
56,True,False,False,False,35,0.2724609375,1.0,0.2724609375,28,76
57,True,True,True,True,1,0.6539306640625,0.6539306640625,1.0,60,75
58,True,True,True,True,1,1.0,1.0,1.0,36,60
59,True,True,True,True,1,1.0,1.0,1.0,36,84
60,True,False,False,True,10,0.467010498046875,1.0,0.467010498046875,13,48
61,True,False,False,False,29,0.40753173828125,0.7060546875,0.5771957123098201,25,85
62,True,True,True,True,1,0.788330078125,0.788330078125,1.0,40,59
63,True,False,False,True,6,1.0,1.0,1.0,39,67
64,True,False,False,True,8,1.0,1.0,1.0,12,78
65,True,True,True,True,1,1.0,1.0,1.0,53,79
66,True,False,False,False,14,0.4708404541015625,1.0,0.4708404541015625,35,64
67,True,True,True,True,1,0.8671875,0.8671875,1.0,58,102
68,True,False,False,False,24,0.3077392578125,1.0,0.3077392578125,18,82
69,True,True,True,True,1,0.58837890625,0.58837890625,1.0,60,77
70,True,False,False,False,35,0.212646484375,0.47174072265625,0.4507698279208177,11,55
71,True,False,False,True,7,0.914794921875,1.0,0.914794921875,35,70
72,True,False,True,True,4,1.0,1.0,1.0,11,76
73,True,False,False,False,15,0.78271484375,1.0,0.78271484375,70,101
74,True,False,False,False,40,0.248046875,1.0,0.248046875,11,77
75,True,False,False,False,48,0.16796875,1.0,0.16796875,10,95
76,True,True,True,True,1,1.0,1.0,1.0,38,82
77,True,False,False,False,18,0.2882080078125,1.0,0.2882080078125,13,52
78,True,False,False,False,12,0.2994384765625,0.366943359375,0.8160345974717232,15,101
79,True,False,False,False,22,0.3179931640625,0.775390625,0.41010705289672544,14,66
80,True,False,False,False,48,0.099609375,0.44219970703125,0.22525879917184266,28,78
81,True,False,False,False,23,0.4981422424316406,0.4981422424316406,1.0,11,71
82,True,False,False,False,30,0.3472900390625,0.768310546875,0.45201779472513504,16,66
83,True,True,True,True,1,1.0,1.0,1.0,52,88
84,True,False,False,False,15,0.50958251953125,1.0,0.50958251953125,4,76
85,True,True,True,True,1,1.0,1.0,1.0,54,90
86,True,False,False,False,34,0.40728759765625,1.0,0.40728759765625,24,85
87,True,False,False,False,28,0.201416015625,1.0,0.201416015625,4,82
88,True,False,False,False,25,0.26220703125,1.0,0.26220703125,10,61
89,True,False,False,False,31,0.7015380859375,1.0,0.7015380859375,19,77
90,True,True,True,True,1,0.37969970703125,0.37969970703125,1.0,5,88
91,True,False,True,True,3,0.57501220703125,0.7491455078125,0.7675574384878605,53,81
92,True,True,True,True,1,0.857177734375,0.857177734375,1.0,89,91
93,True,True,True,True,1,0.43707275390625,0.43707275390625,1.0,80,84
94,True,True,True,True,1,1.0,1.0,1.0,36,69
95,True,False,False,False,61,-1,1.0,-1.0,1,72
96,True,False,False,False,14,0.246337890625,1.0,0.246337890625,40,66
97,True,True,True,True,1,1.0,1.0,1.0,36,57
98,True,True,True,True,1,1.0,1.0,1.0,31,55
99,True,False,False,False,51,-1,0.482421875,-2.0728744939271255,4,54
